FID,oid,idk,men,men_occ5,pt_men_occ5,geometry
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43b7,44185,N15338E19004-N15338E19004,49,36,73.469388,"MULTIPOLYGON (((675587.8648601904 7043165.909420042, 675787.4053415686 7043185.091748851, 675768.389632031 7043384.330927345, 675568.8491186636 7043365.148612399, 675587.8648601904 7043165.909420042)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43b8,44186,N15338E19005-N15338E19005,79,55,69.620253,"MULTIPOLYGON (((675787.4053415686 7043185.091748851, 675986.9458294073 7043204.274040674, 675967.9301518592 7043403.513205306, 675768.389632031 7043384.330927345, 675787.4053415686 7043185.091748851)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43b9,44187,N15338E19006-N15338E19006,67,51,76.119403,"MULTIPOLYGON (((675986.9458294073 7043204.274040674, 676186.4863237056 7043223.45629551, 676167.480672892 7043422.695362215, 675967.9301518592 7043403.513205306, 675986.9458294073 7043204.274040674)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43ba,44188,N15338E19007-N15338E19007,70,42,60,"MULTIPOLYGON (((676186.4863237056 7043223.45629551, 676386.0268244622 7043242.638513364, 676367.0212056387 7043441.877566198, 676167.480672892 7043422.695362215, 676186.4863237056 7043223.45629551)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43bb,44189,N15338E19028-N15338E19028,34,24,70.588235,"MULTIPOLYGON (((680376.7981012933 7043626.18832469, 680576.338740299 7043645.358952083, 680557.3440775237 7043844.607920023, 680357.8033842123 7043825.43728413, 680376.7981012933 7043626.18832469)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43bc,44190,N15338E19029-N15338E19029,45,30,66.666667,"MULTIPOLYGON (((680576.338740299 7043645.358952083, 680775.8793902148 7043664.529547041, 680756.8847817458 7043863.77852348, 680557.3440775237 7043844.607920023, 680576.338740299 7043645.358952083)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43bd,44191,N15338E19030-N15338E19030,57,40,70.175439,"MULTIPOLYGON (((680775.8793902148 7043664.529547041, 680975.4200510371 7043683.700109561, 680956.4254968754 7043882.949094498, 680756.8847817458 7043863.77852348, 680775.8793902148 7043664.529547041)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43be,44192,N15338E19031-N15338E19031,22,8,36.363636,"MULTIPOLYGON (((680975.4200510371 7043683.700109561, 681174.9607227625 7043702.870639642, 681155.9662229089 7043902.119633075, 680956.4254968754 7043882.949094498, 680975.4200510371 7043683.700109561)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43bf,44193,N15338E19033-N15338E19033,36,22,61.111111,"MULTIPOLYGON (((681374.5014053874 7043722.041137287, 681574.0420989086 7043741.211602493, 681555.0376288379 7043940.450702334, 681355.5068757634 7043921.2801444875, 681374.5014053874 7043722.041137287)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43c0,44194,N15338E19034-N15338E19034,47,34,72.340426,"MULTIPOLYGON (((681574.0420989086 7043741.211602493, 681773.5727244855 7043760.37212468, 681754.5783875596 7043959.621143597, 681555.0376288379 7043940.450702334, 681574.0420989086 7043741.211602493)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43c1,44195,N15338E19035-N15338E19035,48,30,62.5,"MULTIPOLYGON (((681773.5727244855 7043760.37212468, 681973.1134397858 7043779.542525009, 681954.1191571716 7043978.791552417, 681754.5783875596 7043959.621143597, 681773.5727244855 7043760.37212468)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43c2,44196,N15338E19036-N15338E19036,40,27,67.5,"MULTIPOLYGON (((681973.1134397858 7043779.542525009, 682172.6540818807 7043798.702898168, 682153.6598535797 7043997.951934066, 681954.1191571716 7043978.791552417, 681973.1134397858 7043779.542525009)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43c3,44197,N15338E19037-N15338E19038,57,44,77.192982,"MULTIPOLYGON (((682172.6540818807 7043798.702898168, 682571.7354827945 7043837.033541887, 682552.7413631217 7044036.282594758, 682153.6598535797 7043997.951934066, 682172.6540818807 7043798.702898168)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43c4,44198,N15338E19056-N15338E19056,27,11,40.740741,"MULTIPOLYGON (((685963.790298427 7044162.785331555, 686163.3328941826 7044181.945452797, 686144.3495220423 7044381.194550239, 685944.8069024582 7044362.034412271, 685963.790298427 7044162.785331555)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43c5,44199,N15338E19057-N15338E19057,59,33,55.932203,"MULTIPOLYGON (((686163.3328941826 7044181.945452797, 686362.87541053 7044201.095548492, 686343.8921463632 7044400.354657388, 686144.3495220423 7044381.194550239, 686163.3328941826 7044181.945452797)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43c6,44200,N15338E19058-N15339E19058,46,32,69.565217,"MULTIPOLYGON (((686362.87541053 7044201.095548492, 686562.4180157573 7044220.2556080995, 686524.451362124 7044618.753900613, 686324.9087933834 7044599.6038022945, 686362.87541053 7044201.095548492)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43c7,44201,N15338E19071-N15338E19071,48,29,60.416667,"MULTIPOLYGON (((688956.9087323787 7044450.064145313, 689156.4512308217 7044469.203814668, 689137.4683002892 7044668.463157598, 688937.9256938535 7044649.313476785, 688956.9087323787 7044450.064145313)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43c8,44202,N15338E19072-N15338E19072,56,47,83.928571,"MULTIPOLYGON (((689156.4512308217 7044469.203814668, 689355.993818156 7044488.353447929, 689337.0109114562 7044687.612807567, 689137.4683002892 7044668.463157598, 689156.4512308217 7044469.203814668)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43c9,44203,N15338E19073-N15338E19073,33,26,78.787879,"MULTIPOLYGON (((689355.993818156 7044488.353447929, 689555.5364102212 7044507.503050351, 689536.5534431901 7044706.75243195, 689337.0109114562 7044687.612807567, 689355.993818156 7044488.353447929)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43ca,44204,N15338E19074-N15338E19074,15,12,80,"MULTIPOLYGON (((689555.5364102212 7044507.503050351, 689755.0689280054 7044526.64271138, 689736.0960638175 7044725.902020234, 689536.5534431901 7044706.75243195, 689555.5364102212 7044507.503050351)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43cb,44205,N15338E19075-N15338E19075,24,18,75,"MULTIPOLYGON (((689755.0689280054 7044526.64271138, 689954.6115295304 7044545.792252116, 689935.6386050087 7044745.04158293, 689736.0960638175 7044725.902020234, 689755.0689280054 7044526.64271138)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43cc,44206,N15338E19076-N15338E19076,16,14,87.5,"MULTIPOLYGON (((689954.6115295304 7044545.792252116, 690154.1540516175 7044564.931767261, 690135.2908213077 7044764.150300922, 689935.6386050087 7044745.04158293, 689954.6115295304 7044545.792252116)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43cd,44207,N15338E19087-N15338E19087,31,14,45.16129,"MULTIPOLYGON (((692149.6793810345 7044756.314467091, 692349.2118478741 7044775.443881549, 692330.2490004271 7044974.704838397, 692130.7064332047 7044955.565471059, 692149.6793810345 7044756.314467091)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43ce,44208,N15338E19088-N15338E19088,102,59,57.843137,"MULTIPOLYGON (((692349.2118478741 7044775.443881549, 692548.7543979778 7044794.583180733, 692529.7815770516 7044993.844264066, 692330.2490004271 7044974.704838397, 692349.2118478741 7044775.443881549)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43cf,44209,N15338E19107-N15339E19109,32,30,93.75,"MULTIPOLYGON (((696140.3859618877 7045138.983104877, 696739.006444469 7045196.360605595, 696701.0814851136 7045594.884422547, 696102.4608764318 7045537.506655034, 696140.3859618877 7045138.983104877)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43d0,44210,N15338E19122-N15338E19123,31,27,87.096774,"MULTIPOLYGON (((699133.4982408581 7045425.8082532855, 699532.5852348492 7045464.045795746, 699513.6230514824 7045663.308313977, 699114.5460945539 7045625.080593245, 699133.4982408581 7045425.8082532855)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43d1,44211,N15338E19129-N15338E19130,23,19,82.608696,"MULTIPOLYGON (((700530.111609983 7045559.7269671075, 700929.1970432661 7045597.948788566, 700910.2452569469 7045797.221090519, 700511.1596533662 7045758.989279607, 700530.111609983 7045559.7269671075)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43d2,44212,N15338E19131-N15338E19131,28,19,67.857143,"MULTIPOLYGON (((700929.1970432661 7045597.948788566, 701128.7298619285 7045617.069726204, 701109.77803443 7045816.332030519, 700910.2452569469 7045797.221090519, 700929.1970432661 7045597.948788566)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43d3,44213,N15338E19132-N15338E19132,33,17,51.515152,"MULTIPOLYGON (((701128.7298619285 7045617.069726204, 701328.2725996776 7045636.180550021, 701309.3208152204 7045835.442851607, 701109.77803443 7045816.332030519, 701128.7298619285 7045617.069726204)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43d4,44214,N15338E19133-N15340E19133,37,29,78.378378,"MULTIPOLYGON (((701328.2725996776 7045636.180550021, 701527.8153458645 7045655.291339076, 701470.9602651882 7046253.098329069, 701271.4173898651 7046233.987548215, 701328.2725996776 7045636.180550021)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43d5,44215,N15338E19134-N15339E19134,33,24,72.727273,"MULTIPOLYGON (((701527.8153458645 7045655.291339076, 701727.3581004875 7045674.402093369, 701689.4547796776 7046072.93671505, 701489.9119389654 7046053.825966226, 701527.8153458645 7045655.291339076)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43d6,44216,N15338E19135-N15339E19135,18,15,83.333333,"MULTIPOLYGON (((701727.3581004875 7045674.402093369, 701926.9008635441 7045693.512812897, 701888.9976288242 7046092.047429106, 701689.4547796776 7046072.93671505, 701727.3581004875 7045674.402093369)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43d7,44217,N15338E19141-N15340E19148,33,28,84.848485,"MULTIPOLYGON (((702924.5947312794 7045789.0560625605, 704520.9171489478 7045941.89936591, 704464.0840794937 7046539.716058919, 702867.7506337004 7046386.872905781, 702924.5947312794 7045789.0560625605)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43d8,44218,N15338E19164-N15338E19166,11,6,54.545455,"MULTIPOLYGON (((707513.8493692023 7046228.47312523, 708112.4661785413 7046285.765342152, 708093.526014807 7046485.0373905925, 707494.9091495562 7046427.7551613385, 707513.8493692023 7046228.47312523)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43d9,44219,N15338E19204-N15340E19205,13,9,69.230769,"MULTIPOLYGON (((715495.2397575814 7046991.949475692, 715894.3165015749 7047030.092191141, 715837.5614783064 7047627.949330695, 715438.4843752594 7047589.796536423, 715495.2397575814 7046991.949475692)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43da,44220,N15338E19206-N15339E19207,19,11,57.894737,"MULTIPOLYGON (((715894.3165015749 7047030.092191141, 716293.3932805551 7047068.234780289, 716255.5567338692 7047466.799567924, 715856.4797717783 7047428.6569228405, 715894.3165015749 7047030.092191141)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43db,44221,N15338E19208-N15340E19209,22,20,90.909091,"MULTIPOLYGON (((716293.3932805551 7047068.234780289, 716692.4700101026 7047106.367248223, 716635.7255310989 7047704.224471189, 716236.6484424714 7047666.081924462, 716293.3932805551 7047068.234780289)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43dc,44222,N15338E19224-N15338E19225,12,7,58.333333,"MULTIPOLYGON (((719485.9880197969 7047373.281160126, 719885.0649438269 7047411.402622312, 719866.1575782362 7047610.695162421, 719467.0805626235 7047572.573672307, 719485.9880197969 7047373.281160126)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43dd,44223,N15338E19226-N15340E19227,52,29,55.769231,"MULTIPOLYGON (((719885.0649438269 7047411.402622312, 720284.1419026214 7047449.523958102, 720227.4199703932 7048047.391761526, 719828.3427368341 7048009.270341978, 719885.0649438269 7047411.402622312)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43de,44224,N15339E18614-N15339E18614,106,11,10.377358,"MULTIPOLYGON (((597745.422829903 7035842.312351932, 597944.9735713162 7035861.718105209, 597925.7994853603 7036060.863035504, 597726.2486972037 7036041.457293895, 597745.422829903 7035842.312351932)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43df,44225,N15339E18615-N15339E18615,112,51,45.535714,"MULTIPOLYGON (((597944.9735713162 7035861.718105209, 598144.5242393734 7035881.11382697, 598125.3502001618 7036080.258745595, 597925.7994853603 7036060.863035504, 597944.9735713162 7035861.718105209)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43e0,44226,N15339E18616-N15339E18616,32,24,75,"MULTIPOLYGON (((598144.5242393734 7035881.11382697, 598344.0749176986 7035900.509511751, 598324.9009252322 7036099.654418704, 598125.3502001618 7036080.258745595, 598144.5242393734 7035881.11382697)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43e1,44227,N15339E18617-N15339E18617,40,31,77.5,"MULTIPOLYGON (((598344.0749176986 7035900.509511751, 598543.6256062892 7035919.905159551, 598524.4516605687 7036119.050054832, 598324.9009252322 7036099.654418704, 598344.0749176986 7035900.509511751)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43e2,44228,N15339E18618-N15340E18618,27,10,37.037037,"MULTIPOLYGON (((598543.6256062892 7035919.905159551, 598743.1763051426 7035939.300770375, 598704.8185858574 7036337.600652359, 598505.267709871 7036318.19507036, 598543.6256062892 7035919.905159551)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43e3,44229,N15339E18620-N15339E18620,16,13,81.25,"MULTIPOLYGON (((598942.7270142558 7035958.696344218, 599142.2777336265 7035978.091881088, 599123.1039281476 7036177.236741333, 598923.553162029 7036157.841216142, 598942.7270142558 7035958.696344218)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43e4,44230,N15339E18621-N15340E18621,21,15,71.428571,"MULTIPOLYGON (((599142.2777336265 7035978.091881088, 599341.828463252 7035997.487380984, 599303.4710244673 7036395.787192892, 599103.9202013403 7036376.39171636, 599142.2777336265 7035978.091881088)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43e5,44231,N15339E18622-N15341E18622,13,7,53.846154,"MULTIPOLYGON (((599341.828463252 7035997.487380984, 599541.3792031293 7036016.882843906, 599483.8481253606 7036614.327543105, 599284.2972452265 7036594.932115232, 599341.828463252 7035997.487380984)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43e6,44232,N15339E18623-N15339E18623,54,4,7.407407,"MULTIPOLYGON (((599541.3792031293 7036016.882843906, 599740.9299532562 7036036.278269861, 599721.7562880254 7036235.423095057, 599522.2054911485 7036216.027680788, 599541.3792031293 7036016.882843906)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43e7,44233,N15339E18624-N15339E18625,29,9,31.034483,"MULTIPOLYGON (((599740.9299532562 7036036.278269861, 600140.0314005917 7036075.059016337, 600120.8478341491 7036274.203901528, 599721.7562880254 7036235.423095057, 599740.9299532562 7036036.278269861)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43e8,44234,N15339E18630-N15339E18631,39,31,79.487179,"MULTIPOLYGON (((600938.406108735 7036152.4456018545, 601337.5029720048 7036191.223831904, 601318.3298030476 7036390.37876533, 600919.2329398646 7036351.600522341, 600938.406108735 7036152.4456018545)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43e9,44235,N15339E18632-N15339E18632,19,12,63.157895,"MULTIPOLYGON (((601337.5029720048 7036191.223831904, 601537.0514444261 7036210.617895126, 601517.8781917656 7036409.762840497, 601318.3298030476 7036390.37876533, 601337.5029720048 7036191.223831904)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43ea,44236,N15339E18633-N15339E18634,14,12,85.714286,"MULTIPOLYGON (((601537.0514444261 7036210.617895126, 601936.1383089388 7036249.396012362, 601916.9750507842 7036448.540887226, 601517.8781917656 7036409.762840497, 601537.0514444261 7036210.617895126)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43eb,44237,N15339E18637-N15339E18638,38,24,63.157895,"MULTIPOLYGON (((602335.2350816382 7036288.163920802, 602734.3318516046 7036326.931698398, 602715.1586823247 7036526.086677078, 602316.0619124533 7036487.318886558, 602335.2350816382 7036288.163920802)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43ec,44238,N15339E18639-N15339E18639,60,42,70,"MULTIPOLYGON (((602734.3318516046 7036326.931698398, 602933.8803192277 7036346.325532653, 602914.7070662406 7036545.470523272, 602715.1586823247 7036526.086677078, 602734.3318516046 7036326.931698398)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43ed,44239,N15339E18640-N15339E18640,50,10,20,"MULTIPOLYGON (((602933.8803192277 7036346.325532653, 603133.4187079199 7036365.709423128, 603114.2554494796 7036564.854336754, 602914.7070662406 7036545.470523272, 602933.8803192277 7036346.325532653)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43ee,44240,N15339E18641-N15339E18641,25,18,72,"MULTIPOLYGON (((603133.4187079199 7036365.709423128, 603332.967090534 7036385.09319744, 603313.8038320439 7036584.238117523, 603114.2554494796 7036564.854336754, 603133.4187079199 7036365.709423128)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43ef,44241,N15339E18643-N15339E18643,53,36,67.924528,"MULTIPOLYGON (((603532.5154724764 7036404.476939039, 603732.0637700906 7036423.850653403, 603712.9005951581 7036623.005580921, 603513.3522139359 7036603.621865577, 603532.5154724764 7036404.476939039)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43f0,44242,N15339E18645-N15340E18645,16,9,56.25,"MULTIPOLYGON (((603931.6121506965 7036443.23432958, 604131.1605306376 7036462.617973045, 604092.824186515 7036860.92797004, 603893.2758066793 7036841.544313671, 603931.6121506965 7036443.23432958)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43f1,44243,N15339E18652-N15346E18657,15,13,86.666667,"MULTIPOLYGON (((605328.4306399432 7036578.899324737, 606525.7105531732 7036695.159426217, 606372.4153243344 7038288.420389516, 605175.115341218 7038172.150151187, 605328.4306399432 7036578.899324737)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43f2,44244,N15339E18740-N15339E18742,25,18,72,"MULTIPOLYGON (((622889.1213274455 7038281.630409032, 623487.757412704 7038339.608012113, 623468.6362688394 7038538.785128236, 622870.0001048178 7038480.807462817, 622889.1213274455 7038281.630409032)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43f3,44245,N15339E18743-N15339E18744,11,6,54.545455,"MULTIPOLYGON (((623487.757412704 7038339.608012113, 623886.8547983589 7038378.256212327, 623867.7237123792 7038577.4334537005, 623468.6362688394 7038538.785128236, 623487.757412704 7038339.608012113)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43f4,44246,N15339E18751-N15341E18753,16,3,18.75,"MULTIPOLYGON (((625084.1170171659 7038494.19035968, 625682.7531966866 7038552.1569921775, 625625.3906991003 7039149.699109332, 625026.7543670228 7039091.742284531, 625084.1170171659 7038494.19035968)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43f5,44247,N15339E18786-N15341E18788,18,13,72.222222,"MULTIPOLYGON (((632068.3302600009 7039170.091965264, 632666.9597768186 7039227.995209409, 632609.6493204234 7039825.568630277, 632011.0096643784 7039767.665359008, 632068.3302600009 7039170.091965264)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43f6,44248,N15339E18789-N15339E18790,12,7,58.333333,"MULTIPOLYGON (((632666.9597768186 7039227.995209409, 633066.0494126702 7039266.59052359, 633046.9493499082 7039465.788292255, 632647.8595981279 7039427.182958782, 632666.9597768186 7039227.995209409)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43f7,44249,N15339E18879-N15345E18881,24,19,79.166667,"MULTIPOLYGON (((650626.0700054747 7040962.878571922, 651224.7132434011 7041020.624791696, 651091.2423037137 7042415.116304697, 650492.5987544351 7042357.369715857, 650626.0700054747 7040962.878571922)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43f8,44250,N15339E18893-N15340E18895,19,15,78.947368,"MULTIPOLYGON (((653419.7052180376 7041232.342205896, 654018.3484107718 7041290.067155977, 653980.221437233 7041688.495010271, 653381.5881503079 7041630.769870918, 653419.7052180376 7041232.342205896)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43f9,44251,N15339E18912-N15342E18915,21,4,19.047619,"MULTIPOLYGON (((657211.0554378983 7041597.872758904, 658009.1698815023 7041674.841616739, 657932.9673337314 7042471.718311533, 657134.852569679 7042394.749282203, 657211.0554378983 7041597.872758904)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43fa,44252,N15339E18918-N15340E18919,18,16,88.888889,"MULTIPOLYGON (((658408.261888759 7041713.30064363, 658807.3539127157 7041751.759546446, 658769.2478152456 7042150.197995671, 658370.1557085019 7042111.739032012, 658408.261888759 7041713.30064363)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43fb,44253,N15339E18942-N15340E18942,14,6,42.857143,"MULTIPOLYGON (((663197.3261245685 7042174.659695114, 663396.8771061592 7042193.873383091, 663358.7921181853 7042592.332352995, 663159.25108996 7042573.11855066, 663197.3261245685 7042174.659695114)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43fc,44254,N15339E18943-N15339E18943,13,9,69.230769,"MULTIPOLYGON (((663396.8771061592 7042193.873383091, 663596.4181810971 7042213.097118753, 663577.380623307 7042412.316566674, 663377.8396116061 7042393.102810577, 663396.8771061592 7042193.873383091)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43fd,44255,N15339E18944-N15339E18944,29,19,65.517241,"MULTIPOLYGON (((663596.4181810971 7042213.097118753, 663795.9591762745 7042232.310828614, 663776.9217231201 7042431.54028647, 663577.380623307 7042412.316566674, 663596.4181810971 7042213.097118753)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43fe,44256,N15339E18958-N15339E18959,18,11,61.111111,"MULTIPOLYGON (((666389.9498282026 7042482.100341129, 666789.0412877873 7042520.517540233, 666770.0042166023 7042719.747085474, 666370.9227031184 7042681.329789241, 666389.9498282026 7042482.100341129)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_43ff,44257,N15339E18960-N15339E18960,33,18,54.545455,"MULTIPOLYGON (((666789.0412877873 7042520.517540233, 666988.5819856131 7042539.721135133, 666969.5549335068 7042738.950602949, 666770.0042166023 7042719.747085474, 666789.0412877873 7042520.517540233)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4400,44258,N15339E18961-N15339E18961,18,3,16.666667,"MULTIPOLYGON (((666988.5819856131 7042539.721135133, 667188.1227723205 7042558.934691944, 667169.0957445396 7042758.164166322, 666969.5549335068 7042738.950602949, 666988.5819856131 7042539.721135133)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4401,44259,N15339E18962-N15340E18962,62,25,40.322581,"MULTIPOLYGON (((667188.1227723205 7042558.934691944, 667387.6734747462 7042578.138137152, 667349.6094682495 7042976.597215758, 667150.0687119234 7042957.3936734265, 667188.1227723205 7042558.934691944)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4402,44260,N15339E18963-N15339E18963,57,25,43.859649,"MULTIPOLYGON (((667387.6734747462 7042578.138137152, 667587.2141873429 7042597.341633507, 667568.1872082154 7042796.571121012, 667368.6364765392 7042777.367702091, 667387.6734747462 7042578.138137152)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4403,44261,N15339E18964-N15339E18964,85,40,47.058824,"MULTIPOLYGON (((667587.2141873429 7042597.341633507, 667786.7549048623 7042616.545097019, 667767.7280340225 7042815.784585835, 667568.1872082154 7042796.571121012, 667587.2141873429 7042597.341633507)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4404,44262,N15339E18965-N15339E18965,59,25,42.372881,"MULTIPOLYGON (((667786.7549048623 7042616.545097019, 667986.2956273039 7042635.748527679, 667967.2687807917 7042834.988023056, 667767.7280340225 7042815.784585835, 667786.7549048623 7042616.545097019)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4405,44263,N15339E18966-N15339E18966,246,86,34.95935,"MULTIPOLYGON (((667986.2956273039 7042635.748527679, 668185.8464333845 7042654.961836237, 668166.819527237 7042854.191343417, 667967.2687807917 7042834.988023056, 667986.2956273039 7042635.748527679)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4406,44264,N15339E18967-N15339E18967,27,14,51.851852,"MULTIPOLYGON (((668185.8464333845 7042654.961836237, 668385.3871656714 7042674.165201198, 668366.3602838506 7042873.394714936, 668166.819527237 7042854.191343417, 668185.8464333845 7042654.961836237)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4407,44265,N15339E18968-N15340E18968,52,35,67.307692,"MULTIPOLYGON (((668385.3871656714 7042674.165201198, 668584.9278189135 7042693.358538552, 668546.8741830603 7043091.827606624, 668347.3333971977 7043072.624261401, 668385.3871656714 7042674.165201198)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4408,44266,N15339E18970-N15339E18970,36,24,66.666667,"MULTIPOLYGON (((668784.4785557949 7042712.561753803, 668984.0193028448 7042731.765020212, 668964.9925779749 7042931.004548367, 668765.4518065968 7042911.801275403, 668784.4785557949 7042712.561753803)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4409,44267,N15339E18973-N15339E18973,28,19,67.857143,"MULTIPOLYGON (((669383.1008117064 7042770.171454472, 669582.651568271 7042789.374538309, 669563.6248324153 7042988.604091364, 669364.0840462765 7042969.40091696, 669383.1008117064 7042770.171454472)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_440a,44268,N15339E18974-N15341E18975,18,14,77.777778,"MULTIPOLYGON (((669582.651568271 7042789.374538309, 669981.7330226782 7042827.770780701, 669924.6630253263 7043425.469488083, 669525.5714301899 7043387.0732904235, 669582.651568271 7042789.374538309)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_440b,44269,N15339E18989-N15340E18989,16,10,62.5,"MULTIPOLYGON (((672575.7113700394 7043077.309752898, 672775.2518703409 7043096.502617655, 672737.2193885477 7043494.971505961, 672537.6788242747 7043475.778668876, 672575.7113700394 7043077.309752898)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_440c,44270,N15339E18990-N15339E18990,15,10,66.666667,"MULTIPOLYGON (((672775.2518703409 7043096.502617655, 672974.8023718654 7043115.695361364, 672955.7862081373 7043314.934770622, 672756.2356746251 7043295.742040756, 672775.2518703409 7043096.502617655)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_440d,44271,N15339E19003-N15339E19003,53,23,43.396226,"MULTIPOLYGON (((675369.3085277423 7043345.956265721, 675568.8491186636 7043365.148612399, 675549.8433655314 7043564.387757543, 675350.2927478743 7043545.195508784, 675369.3085277423 7043345.956265721)))"
